Jumlah,tanggal
113,19-02-2020
115,26-10-2020
49,28-01-2020
50,03-04-2020
51,11-06-2020
52,04-09-2020
53,20-11-2020
54,28-01-2021
55,11-05-2021
56,18-07-2021
57,16-09-2021
58,06-01-2022
59,10-03-2022
60,21-07-2022
61,22-09-2022
62,26-11-2022
63,26-01-2023
64,17-04-2023
65,24-06-2023
66,03-09-2023
21,01-02-2020
22,07-06-2020
23,14-10-2020
24,28-01-2021
25,07-04-2021
26,15-09-2021
27,17-11-2021
28,07-03-2022
29,25-05-2022
30,10-08-2022
31,19-10-2022
32,08-03-2023
33,14-06-2023
34,15-08-2023
22,05-08-2020
23,07-01-2021
24,07-08-2021
25,15-11-2021
15,22-09-2020
16,13-02-2021
17,10-02-2022
6,19-05-2021
7,23-05-2022
5,27-10-2021
27,21-01-2020
28,25-03-2020
29,01-06-2020
30,09-08-2020
31,09-10-2020
32,16-12-2020
33,14-02-2021
34,12-05-2021
35,14-07-2021
36,14-09-2021
19,18-01-2020
20,18-03-2020
21,18-05-2020
22,18-07-2020
23,17-09-2020
24,17-11-2020
25,18-01-2021
26,19-03-2021
27,18-05-2021
28,02-09-2021
29,03-11-2021
30,10-01-2022
31,13-03-2022
32,18-05-2022
33,22-08-2022
34,01-01-2023
35,21-03-2023
36,12-06-2023
37,13-08-2023
38,25-10-2023
15,02-01-2020
16,24-03-2020
17,13-12-2020
18,10-03-2022
19,20-07-2022
20,26-02-2023
21,06-07-2023
10,31-08-2020
2,10-03-2022
2,27-09-2022
2,19-06-2020
3,21-03-2022
4,13-07-2023
2,21-05-2023
2,01-02-2020
1,09-02-2020
1,27-02-2020
1,10-05-2020
2,31-10-2021
3,27-04-2022
4,29-01-2023
5,02-04-2023
1,18-06-2020
2,31-01-2021
3,22-04-2021
4,16-01-2022
1,23-06-2020
1,29-07-2020
2,12-10-2023
1,20-08-2020
2,07-11-2020
3,07-01-2021
1,25-11-2020
1,01-12-2020
2,08-05-2023
3,14-08-2023
1,08-02-2021
1,03-04-2021
1,05-06-2021
2,28-12-2021
1,07-06-2021
1,08-07-2021
1,01-08-2021
1,09-08-2021
1,05-10-2021
1,28-10-2021
1,04-12-2021
1,16-12-2021
1,15-01-2022
1,01-02-2022
2,24-08-2023
1,01-02-2022
1,19-02-2022
1,16-03-2022
1,21-03-2022
1,20-06-2022
1,22-08-2022
1,27-09-2022
2,14-02-2023
3,25-07-2023
1,27-09-2022
2,01-04-2023
3,24-06-2023
1,25-01-2023
1,06-02-2023
2,09-05-2023
1,16-03-2023
2,28-08-2023
1,16-05-2023
2,26-10-2023
1,01-06-2023
1,08-07-2023
1,02-08-2023
1,04-08-2023
1,19-08-2023
43,09-07-2021
44,19-02-2022
65,10-02-2020
66,03-07-2020
67,12-01-2021
68,15-03-2021
69,19-05-2021
70,19-07-2021
71,21-09-2021
72,25-11-2021
73,28-01-2022
74,17-05-2022
5,22-09-2020
6,21-01-2021
7,15-06-2021
8,29-01-2022
39,27-02-2020
40,28-04-2020
40,01-07-2020
41,02-07-2020
42,06-09-2020
43,10-11-2020
44,23-05-2021
45,20-10-2021
46,22-05-2023
47,23-07-2023
48,23-09-2023
29,12-08-2020
30,13-01-2021
33,03-06-2021
106,09-01-2020
107,18-03-2020
108,16-08-2020
37,13-09-2020
7,29-07-2020
8,04-02-2021
9,13-10-2021
10,17-01-2022
11,15-05-2023
31,19-01-2020
32,06-07-2020
33,27-09-2020
34,02-01-2021
35,28-03-2021
36,20-06-2021
37,26-09-2021
38,26-12-2021
39,19-03-2022
40,17-07-2022
41,15-10-2022
42,01-01-2023
43,09-04-2023
44,04-08-2023
45,15-10-2023
3,09-07-2023
17,04-05-2023
3,21-07-2022
25,19-01-2020
26,21-03-2020
27,22-05-2020
28,25-07-2020
29,03-10-2020
30,05-12-2020
31,06-02-2021
32,23-04-2021
33,10-07-2021
34,23-10-2021
35,09-01-2022
36,05-04-2022
37,07-06-2022
38,07-08-2022
45,11-04-2021
46,01-08-2021
47,12-10-2021
115,29-01-2020
116,30-03-2020
117,29-05-2020
118,30-07-2020
119,30-09-2020
120,04-12-2020
121,02-02-2021
122,19-05-2021
123,05-08-2021
124,04-10-2021
125,09-12-2021
126,02-03-2022
127,08-05-2022
128,11-07-2022
129,11-09-2022
130,20-11-2022
131,24-01-2023
132,01-04-2023
133,14-06-2023
1,28-02-2020
3,23-09-2021
3,22-06-2020
4,11-04-2021
5,10-07-2021
6,03-02-2022
6,04-05-2022
7,14-05-2022
8,16-07-2022
9,23-09-2023
4,17-04-2020
5,05-08-2020
6,07-12-2020
6,18-05-2021
7,25-05-2021
8,08-09-2021
9,12-01-2022
10,10-05-2022
11,05-01-2023
13,27-04-2023
14,04-08-2023
3,27-10-2020
4,19-05-2020
5,07-04-2023
2,10-02-2021
3,05-07-2021
4,27-09-2021
5,21-03-2022
6,01-11-2022
7,12-01-2023
8,13-03-2023
9,22-07-2023
10,24-10-2023
2,15-08-2023
1,12-03-2020
2,25-06-2020
1,27-06-2020
1,18-08-2020
2,10-03-2022
1,15-10-2020
2,19-02-2021
1,10-11-2020
2,06-09-2022
1,14-02-2021
1,26-05-2021
2,05-08-2021
1,13-06-2021
2,12-12-2021
1,14-08-2021
2,09-09-2022
1,14-08-2021
2,18-10-2021
3,27-02-2022
4,21-05-2022
5,07-08-2022
6,16-10-2022
7,01-01-2023
1,08-10-2021
1,12-11-2021
1,12-12-2021
1,24-12-2021
1,10-01-2022
1,01-02-2022
1,14-02-2022
1,07-06-2022
2,06-06-2023
1,08-06-2022
1,19-06-2022
1,06-09-2022
1,06-09-2022
1,01-11-2022
1,10-11-2022
1,11-12-2022
2,12-03-2023
3,11-06-2023
4,03-09-2023
1,07-02-2023
2,07-10-2023
1,13-03-2023
1,20-03-2023
1,02-04-2023
1,05-06-2023
1,06-06-2023
1,18-07-2023
1,04-08-2023
1,29-08-2023
1,24-10-2023
58,11-02-2020
59,30-07-2020
60,06-11-2020
61,05-01-2021
62,29-03-2021
62,27-05-2021
63,14-10-2021
64,13-02-2022
65,14-04-2022
66,18-06-2022
67,03-09-2022
47,09-05-2020
47,08-09-2020
48,09-09-2020
49,14-12-2020
50,06-05-2021
51,01-09-2021
52,15-01-2022
53,15-05-2022
54,13-08-2022
55,30-11-2022
56,07-03-2023
57,14-06-2023
58,17-10-2023
16,03-05-2020
17,11-10-2020
18,19-12-2020
18,08-03-2020
18,01-06-2020
18,13-06-2020
18,27-07-2020
19,02-06-2021
20,06-08-2021
21,16-12-2021
22,01-04-2022
23,10-06-2022
13,06-01-2020
14,14-03-2020
15,04-07-2020
16,13-09-2020
6,18-06-2020
7,07-06-2022
1,11-05-2020
1,12-05-2020
1,02-08-2020
1,09-09-2020
1,22-09-2020
1,06-10-2020
1,26-10-2020
1,16-11-2020
1,24-01-2021
1,14-02-2021
1,18-02-2021
1,04-08-2021
2,16-03-2022
3,07-07-2022
1,15-09-2021
1,08-09-2022
2,06-07-2023
1,14-10-2022
1,11-11-2022
1,09-12-2022
2,06-06-2023
1,10-03-2023
2,10-07-2023
1,03-07-2023
1,08-01-2022
36,17-01-2020
37,21-02-2020
38,24-03-2020
39,08-05-2020
40,16-06-2020
40,01-07-2020
41,10-07-2020
42,26-07-2020
43,13-08-2020
44,18-10-2020
45,19-01-2021
46,14-02-2021
47,20-06-2021
48,18-07-2021
49,29-08-2021
50,06-10-2021
51,29-11-2021
52,16-12-2021
53,27-02-2022
54,05-04-2022
55,06-05-2022
56,03-06-2022
57,22-06-2022
58,14-08-2022
59,14-10-2022
60,25-11-2022
61,03-02-2023
62,24-02-2023
63,27-03-2023
64,28-04-2023
65,29-05-2023
66,10-09-2023
67,12-10-2023
30,05-02-2020
31,26-05-2020
32,22-09-2020
33,22-12-2020
34,27-07-2021
35,23-05-2022
3,13-08-2020
35,31-01-2020
36,23-04-2020
37,02-09-2020
38,16-11-2020
39,09-12-2020
40,28-04-2021
41,12-07-2021
42,08-10-2021
43,14-02-2022
44,15-04-2022
45,12-05-2022
46,29-05-2022
47,26-07-2022
48,18-10-2022
49,30-11-2022
50,14-01-2023
51,14-03-2023
52,22-06-2023
53,06-07-2023
54,13-09-2023
3,17-11-2021
4,01-11-2022
2,13-02-2020
3,26-08-2021
4,24-08-2022
13,01-11-2020
14,14-02-2021
15,29-08-2021
16,05-03-2023
13,08-01-2020
14,21-03-2020
15,25-06-2020
16,26-08-2020
17,14-11-2020
18,28-01-2021
19,20-05-2021
20,08-09-2021
21,24-11-2021
22,03-03-2022
23,06-06-2022
24,09-09-2022
25,07-04-2023
26,17-06-2023
26,20-08-2023
27,26-08-2023
2,21-04-2021
2,08-08-2020
2,09-05-2020
3,24-07-2020
4,24-09-2020
5,05-01-2021
6,12-03-2021
6,17-08-2021
7,25-08-2021
8,07-08-2023
3,30-06-2020
4,11-09-2020
5,14-07-2021
6,06-04-2022
7,15-09-2022
2,07-07-2020
2,18-02-2020
2,30-01-2020
2,06-04-2023
3,12-09-2023
1,13-01-2020
1,14-02-2020
2,08-07-2020
3,16-12-2020
4,02-03-2021
5,24-08-2021
6,03-12-2021
1,03-04-2020
2,03-06-2020
3,29-08-2020
4,29-10-2020
4,29-12-2020
5,28-02-2021
6,02-05-2021
7,19-07-2021
8,23-09-2021
9,26-12-2021
10,26-02-2022
11,18-06-2022
12,20-08-2022
13,30-10-2022
14,15-01-2023
15,18-03-2023
16,10-06-2023
17,16-10-2023
1,17-04-2020
1,02-06-2020
1,31-07-2020
2,06-12-2020
3,26-10-2021
1,02-09-2020
1,01-10-2020
1,01-12-2020
1,01-12-2020
2,03-02-2021
3,06-06-2021
4,13-08-2021
1,08-04-2021
1,09-05-2021
1,25-05-2021
2,16-09-2021
1,29-06-2021
1,23-07-2021
2,16-01-2022
3,21-04-2022
4,29-07-2022
5,22-01-2023
6,03-08-2023
1,02-08-2021
1,18-08-2021
2,08-12-2021
3,13-12-2022
1,29-08-2021
1,06-09-2021
1,20-09-2021
1,20-09-2021
2,20-06-2022
1,28-10-2021
2,18-06-2022
3,19-08-2023
1,18-11-2021
1,08-01-2022
1,18-05-2022
1,30-06-2022
1,06-09-2022
1,06-10-2022
1,01-11-2022
1,17-12-2022
1,24-12-2022
1,15-02-2023
1,16-02-2023
1,16-03-2023
1,12-07-2023
1,15-08-2023
1,11-09-2023
1,18-09-2023
1,06-10-2023
1,26-01-2023
1,07-01-2023
58,02-02-2020
59,17-09-2020
60,25-03-2021
61,26-05-2021
62,04-08-2021
63,21-10-2021
64,06-01-2022
65,09-03-2022
66,18-05-2022
67,26-07-2022
68,08-10-2022
69,21-12-2022
70,10-03-2023
71,16-05-2023
7,30-01-2020
8,14-01-2022
9,06-09-2022
10,06-02-2023
11,20-09-2023
1,09-03-2022
2,19-08-2022
3,18-11-2022
4,20-03-2023
5,26-06-2023
6,20-09-2023
1,24-05-2022
2,05-10-2023
1,08-03-2023
40,19-04-2020
41,04-12-2020
42,03-02-2021
42,22-05-2021
43,12-10-2021
44,19-01-2022
45,23-03-2022
46,29-09-2022
47,11-10-2023
2,01-02-2020
3,03-09-2020
4,17-11-2020
5,11-06-2021
6,15-10-2021
7,22-12-2021
7,02-03-2022
8,14-03-2022
9,13-05-2022
10,17-08-2022
11,24-10-2022
12,28-12-2022
1,16-01-2020
2,18-06-2020
1,15-12-2022
1,18-08-2023
4,11-02-2020
1,18-01-2020
1,06-11-2021
1,26-12-2021
1,27-07-2022
1,14-09-2022
2,02-03-2020
1,01-03-2020
1,20-04-2020
1,31-07-2020
2,15-10-2020
3,27-10-2022
1,19-08-2020
1,31-05-2022
1,10-08-2022
1,18-10-2022
1,02-01-2023
1,31-08-2023
11,05-08-2020
12,16-02-2021
13,12-08-2021
7,05-01-2023
45,06-06-2022
6,16-04-2022
5,02-04-2020
6,18-06-2020
7,18-02-2021
11,03-01-2020
12,13-04-2020
13,19-06-2020
14,27-08-2020
15,15-11-2020
16,18-01-2021
17,23-03-2021
18,10-06-2021
19,03-09-2021
20,22-12-2021
21,12-03-2022
22,27-05-2022
23,30-08-2022
24,22-11-2022
25,28-05-2023
4,16-08-2020
5,14-02-2021
5,10-03-2020
6,03-07-2020
7,20-12-2020
8,28-02-2021
9,30-04-2021
10,13-08-2021
11,31-10-2021
12,03-02-2022
13,12-05-2022
14,13-10-2022
2,26-12-2021
2,14-03-2023
2,16-02-2022
1,13-01-2020
1,11-02-2020
1,25-05-2020
2,09-04-2022
3,08-10-2022
4,13-06-2023
5,22-08-2023
1,17-12-2020
2,16-02-2021
3,04-07-2021
1,16-03-2021
1,05-06-2021
1,23-12-2021
1,06-07-2022
2,04-08-2023
1,12-07-2022
2,03-01-2023
1,18-07-2022
1,16-08-2022
2,16-10-2022
3,17-12-2022
4,18-02-2023
5,19-04-2023
6,24-06-2023
7,24-08-2023
1,26-09-2022
1,15-10-2022
2,14-01-2023
1,26-12-2022
1,27-12-2022
2,14-06-2023
1,16-02-2023
1,13-03-2023
1,02-04-2023
1,07-05-2023
1,15-06-2023
1,26-08-2023
1,19-09-2023
8,10-04-2020
9,21-08-2020
10,13-08-2022
22,07-05-2021
23,01-12-2021
14,28-01-2020
15,21-11-2020
16,22-10-2022
11,18-08-2020
12,19-11-2020
13,26-03-2021
14,11-06-2021
15,27-02-2022
19,08-09-2022
20,22-09-2023
3,05-03-2020
4,13-01-2021
5,01-06-2021
10,25-01-2020
11,25-06-2020
12,30-10-2020
13,07-01-2021
14,25-03-2021
15,27-05-2021
16,05-08-2021
17,21-10-2021
18,25-02-2022
19,19-05-2022
20,07-08-2022
21,04-11-2022
22,13-01-2023
24,08-06-2023
23,17-03-2023
25,11-08-2023
5,13-02-2020
5,07-08-2020
5,21-07-2021
10,06-06-2020
11,14-10-2020
12,21-01-2021
13,06-06-2021
14,09-12-2021
15,24-03-2022
16,15-06-2022
17,24-09-2022
18,17-01-2023
19,15-04-2023
20,16-08-2023
3,12-11-2020
2,27-09-2021
3,26-09-2023
2,01-10-2020
2,08-03-2020
3,30-10-2021
2,28-02-2020
3,07-06-2020
4,08-08-2020
1,06-05-2020
2,04-09-2020
1,09-05-2020
2,07-02-2021
3,06-06-2021
4,22-08-2021
5,29-10-2021
6,27-02-2022
7,30-04-2022
8,29-01-2023
9,01-04-2023
1,11-05-2020
1,22-07-2020
1,05-08-2020
1,25-11-2020
1,16-02-2021
4,28-04-2021
5,07-08-2021
6,15-11-2021
8,06-07-2022
9,18-09-2022
10,22-11-2022
11,04-08-2023
1,10-08-2020
8,15-08-2023
1,02-12-2020
2,16-03-2021
3,04-06-2021
4,22-09-2021
5,27-08-2022
1,20-01-2021
1,14-03-2021
2,11-06-2021
3,26-08-2021
4,16-05-2022
5,01-11-2022
6,13-10-2023
1,13-04-2021
1,07-08-2021
2,24-07-2023
1,30-08-2021
1,06-09-2021
1,28-09-2021
2,18-12-2021
3,07-07-2022
1,14-10-2021
2,12-10-2023
1,27-10-2021
1,31-10-2021
2,16-03-2022
3,18-05-2022
4,21-11-2022
5,24-01-2023
6,01-04-2023
7,24-07-2023
8,25-09-2023
1,10-03-2022
1,17-05-2022
2,09-05-2023
1,23-05-2022
2,17-11-2022
1,12-06-2022
2,30-10-2022
2,28-01-2023
1,29-06-2022
2,12-03-2023
1,28-07-2022
1,06-09-2022
1,11-10-2022
1,26-10-2022
1,27-10-2022
1,19-12-2022
1,19-12-2022
2,02-08-2023
1,29-01-2023
1,15-02-2023
1,23-02-2023
1,01-03-2023
1,06-07-2023
1,18-08-2023
1,15-10-2023
1,05-08-2020
2,25-11-2020
3,09-02-2021
4,18-04-2021
5,07-08-2021
6,21-10-2021
7,02-02-2022
8,09-04-2022
9,06-07-2022
10,18-01-2023
11,25-03-2023
12,30-06-2023
13,07-09-2023
1,26-04-2022
2,18-05-2023
1,30-06-2020
2,28-09-2020
11,18-06-2020
12,17-11-2020
13,22-11-2022
65,11-03-2020
66,31-05-2020
67,04-08-2020
68,09-10-2020
69,08-03-2021
70,11-06-2021
71,17-08-2021
72,11-11-2021
73,17-01-2022
74,21-03-2022
74,01-07-2022
75,06-07-2022
76,26-09-2022
77,13-12-2022
78,28-02-2023
8,20-05-2021
5,08-04-2021
6,23-10-2022
16,01-01-2021
17,17-04-2021
29,03-01-2020
30,15-07-2020
31,28-10-2020
32,28-04-2021
33,31-08-2021
34,31-10-2021
35,31-12-2021
36,28-03-2022
37,28-05-2022
38,28-07-2022
39,28-10-2022
40,28-12-2022
41,28-02-2023
42,29-04-2023
43,28-06-2023
44,30-08-2023
48,11-02-2020
49,14-04-2020
50,07-07-2020
51,12-09-2020
52,15-01-2021
53,26-03-2021
54,28-05-2021
55,23-08-2021
56,29-10-2021
57,04-02-2022
58,28-05-2022
59,19-08-2022
60,21-10-2022
60,21-12-2022
61,23-12-2022
62,21-02-2023
63,26-05-2023
64,05-08-2023
65,18-10-2023
3,03-04-2021
120,07-02-2020
121,13-05-2020
122,16-08-2020
123,21-02-2021
124,29-05-2021
125,01-09-2021
126,22-12-2021
127,18-04-2022
128,18-07-2022
129,17-10-2022
130,14-01-2023
131,15-03-2023
132,15-05-2023
133,27-07-2023
134,25-09-2023
68,30-03-2020
69,17-07-2020
70,11-11-2020
71,04-03-2021
72,25-06-2021
73,08-10-2021
66,18-01-2020
67,07-04-2020
76,09-06-2020
71,11-08-2020
72,23-10-2020
73,05-01-2021
74,09-03-2021
75,20-05-2021
76,24-08-2021
77,25-10-2021
78,25-12-2021
79,24-02-2022
80,25-04-2022
81,28-06-2022
82,28-08-2022
83,28-10-2022
84,27-12-2022
85,02-04-2023
86,02-07-2023
87,20-09-2023
54,01-02-2020
55,31-08-2020
56,05-12-2020
57,14-02-2021
58,26-05-2021
59,03-08-2021
60,27-10-2021
61,19-01-2022
62,05-05-2022
63,20-07-2022
64,18-09-2022
65,27-11-2022
66,14-02-2023
67,08-07-2023
68,06-09-2023
5,30-07-2022
6,24-01-2023
7,21-08-2023
5,14-05-2021
6,14-07-2022
12,27-06-2020
24,16-02-2020
25,20-04-2020
26,20-06-2020
27,19-08-2020
28,21-11-2020
29,24-01-2021
30,17-11-2021
31,04-05-2022
32,23-09-2022
33,27-12-2022
34,30-04-2023
35,19-09-2023
5,23-01-2021
3,28-12-2021
13,12-02-2020
14,16-07-2020
15,22-09-2020
16,02-12-2020
17,01-05-2021
18,04-07-2021
19,30-09-2021
20,13-12-2021
21,26-02-2022
22,17-05-2022
23,22-07-2022
24,28-10-2022
10,24-03-2022
11,07-08-2023
10,19-01-2020
11,22-08-2021
12,19-12-2021
13,02-04-2023
14,17-09-2023
33,14-07-2020
34,14-10-2020
35,03-02-2021
36,07-04-2021
37,15-09-2021
38,12-01-2022
39,23-03-2022
40,25-05-2022
41,10-08-2022
42,03-11-2022
43,18-01-2023
44,19-03-2023
45,14-06-2023
46,15-08-2023
58,12-01-2020
59,12-03-2020
60,13-05-2020
61,12-07-2020
62,18-09-2020
63,19-11-2020
64,18-01-2021
65,19-03-2021
66,21-05-2021
67,23-07-2021
68,26-09-2021
69,26-11-2021
70,27-01-2022
71,04-04-2022
72,05-06-2022
73,05-08-2022
74,06-10-2022
75,08-12-2022
76,07-02-2023
77,10-04-2023
78,09-06-2023
79,13-08-2023
80,12-10-2023
22,10-01-2020
23,24-01-2020
24,14-02-2020
25,06-03-2020
26,27-03-2020
27,28-04-2020
28,22-05-2020
29,13-06-2020
30,27-06-2020
31,21-07-2020
31,04-08-2020
32,05-08-2020
33,19-08-2020
34,02-09-2020
34,19-09-2020
20,29-02-2020
21,15-06-2020
22,14-09-2020
23,27-11-2020
24,04-02-2021
25,15-04-2021
26,18-06-2021
27,18-08-2021
28,02-11-2021
29,03-01-2022
30,09-04-2022
31,15-06-2022
32,15-09-2022
33,24-11-2022
34,26-01-2023
35,30-03-2023
36,30-05-2023
37,09-08-2023
38,18-10-2023
25,23-01-2020
26,31-05-2020
27,02-09-2020
28,17-12-2020
29,22-03-2021
30,15-09-2021
31,06-01-2022
32,25-04-2022
33,10-08-2022
34,19-10-2022
35,27-02-2023
36,14-06-2023
37,15-08-2023
38,17-10-2023
2,28-10-2022
64,19-06-2022
65,18-08-2022
66,17-10-2022
67,16-12-2022
68,14-02-2023
69,20-04-2023
70,03-07-2023
7,09-05-2023
6,06-06-2021
7,31-10-2021
76,15-02-2020
77,23-04-2020
78,22-06-2020
79,27-08-2020
80,27-10-2020
81,27-12-2020
82,28-02-2021
83,30-04-2021
84,29-06-2021
85,29-08-2021
1,29-08-2021
86,29-10-2021
87,28-12-2021
88,02-03-2022
90,05-05-2022
91,05-07-2022
92,04-09-2022
93,04-11-2022
94,04-01-2023
95,06-03-2023
96,05-05-2023
97,04-07-2023
98,03-09-2023
9,07-05-2020
10,01-11-2020
11,01-05-2021
12,22-07-2021
13,10-04-2022
6,19-06-2020
37,04-05-2020
38,08-08-2020
39,14-10-2020
40,16-12-2020
41,27-04-2021
42,05-07-2021
43,15-09-2021
44,02-02-2022
45,20-04-2022
46,27-07-2022
47,11-10-2022
48,05-04-2023
49,22-07-2023
30,07-02-2020
31,10-11-2020
32,30-01-2021
33,07-04-2021
34,28-07-2021
35,23-10-2021
36,27-12-2021
37,01-03-2022
38,30-05-2022
39,06-08-2022
40,10-10-2022
41,22-12-2022
3,05-08-2020
4,25-11-2020
5,16-02-2021
6,18-04-2021
7,07-08-2021
8,28-10-2021
9,02-02-2022
10,06-07-2022
11,27-10-2022
12,14-02-2023
5,18-10-2020
6,28-08-2021
6,12-11-2020
7,15-10-2021
8,30-12-2021
9,29-12-2022
10,01-03-2023
11,10-05-2023
12,05-08-2023
13,11-10-2023
4,26-07-2020
5,27-01-2021
6,20-03-2023
17,09-01-2020
18,14-03-2020
19,16-05-2020
20,19-07-2020
21,19-09-2020
22,19-11-2020
23,19-01-2021
24,20-03-2021
25,20-05-2021
26,21-09-2021
27,21-11-2021
28,21-01-2022
29,25-03-2022
30,15-06-2022
31,14-12-2022
32,20-02-2023
32,23-04-2023
33,25-04-2023
4,19-10-2022
4,14-05-2021
5,08-11-2021
6,22-02-2023
9,19-03-2021
10,22-10-2021
11,15-05-2022
12,24-07-2023
10,29-10-2022
11,27-07-2023
2,29-12-2020
3,31-03-2021
4,25-06-2022
5,16-08-2023
2,06-01-2022
3,09-03-2023
6,13-02-2020
7,02-05-2020
8,26-07-2020
9,27-09-2020
10,29-11-2020
11,30-01-2021
12,01-04-2021
13,01-06-2021
14,01-08-2021
15,30-09-2021
16,01-12-2021
17,31-01-2022
18,01-04-2022
19,31-05-2022
20,31-07-2022
21,29-09-2022
22,28-11-2022
23,04-02-2023
24,09-08-2023
11,01-04-2020
12,27-07-2020
13,13-10-2020
14,24-12-2020
15,23-02-2021
16,28-04-2021
17,24-08-2021
18,18-11-2021
19,24-01-2022
20,13-04-2022
21,15-06-2022
22,29-08-2022
23,04-11-2022
24,23-02-2023
25,29-04-2023
26,17-07-2023
8,19-02-2020
9,05-05-2020
10,19-07-2020
11,21-09-2020
12,30-01-2021
13,07-05-2021
14,21-07-2021
15,27-09-2021
16,02-12-2021
17,02-02-2022
18,20-05-2022
19,10-10-2022
20,21-12-2022
21,13-06-2023
22,03-10-2023
7,29-01-2021
8,02-06-2021
9,17-09-2021
10,16-04-2022
11,13-09-2022
11,21-01-2023
12,23-01-2023
2,25-01-2022
2,11-04-2021
3,05-04-2022
4,13-09-2022
5,15-11-2022
6,31-01-2023
7,01-04-2023
8,06-09-2023
4,06-04-2020
5,18-06-2020
3,06-02-2021
4,21-04-2021
5,20-06-2021
6,23-08-2021
7,24-12-2021
8,30-03-2022
9,10-06-2022
10,10-08-2022
10,10-11-2022
11,18-11-2022
12,13-03-2023
13,08-06-2023
14,08-08-2023
2,04-02-2020
3,04-05-2020
2,27-02-2022
3,06-10-2020
4,04-01-2021
5,08-03-2021
6,21-05-2021
7,23-07-2021
7,21-09-2021
8,07-10-2021
3,31-03-2022
4,29-06-2022
5,12-10-2022
3,05-01-2020
4,23-07-2020
2,24-05-2023
4,16-10-2020
3,11-05-2020
5,15-01-2021
6,28-04-2021
7,30-08-2021
8,22-01-2022
2,28-04-2022
3,17-04-2023
2,21-03-2023
3,02-08-2023
3,27-09-2023
3,07-02-2021
4,28-10-2021
5,24-04-2022
6,19-09-2022
7,01-04-2023
8,14-08-2023
2,02-03-2020
2,18-01-2020
3,21-03-2020
4,24-06-2020
5,08-09-2020
6,26-12-2020
7,19-03-2021
8,08-07-2021
8,14-04-2022
9,16-04-2022
10,16-07-2023
2,26-02-2020
3,23-07-2020
4,18-02-2021
5,20-04-2021
6,21-08-2021
7,20-10-2021
7,21-12-2021
8,27-12-2021
9,25-02-2022
10,08-06-2022
11,12-09-2022
12,28-11-2022
13,06-02-2023
14,07-04-2023
15,08-06-2023
16,10-08-2023
17,10-10-2023
2,10-11-2020
2,02-03-2020
3,05-07-2022
2,23-08-2020
3,25-12-2020
4,09-04-2021
5,30-06-2021
6,05-09-2021
7,13-07-2022
8,09-05-2023
2,21-11-2022
3,19-09-2023
2,03-08-2021
2,28-09-2021
3,15-07-2023
1,04-02-2020
1,04-03-2020
2,05-08-2020
3,30-10-2020
4,12-01-2021
5,24-04-2021
6,14-08-2021
7,24-09-2022
1,06-03-2020
2,08-03-2020
3,23-07-2023
1,12-03-2020
1,09-04-2020
1,10-05-2020
1,10-05-2020
2,16-08-2020
3,07-02-2021
4,31-10-2021
5,30-04-2022
6,02-04-2023
1,27-07-2020
1,03-08-2020
1,16-08-2020
1,16-08-2020
2,27-02-2022
1,20-08-2020
2,01-08-2023
3,06-10-2023
1,21-08-2020
2,25-11-2020
3,16-02-2021
4,28-04-2021
5,03-07-2021
1,22-08-2020
1,05-09-2020
2,07-07-2023
1,13-09-2020
1,24-09-2020
1,05-10-2020
1,10-10-2020
1,23-10-2020
1,25-11-2020
2,02-02-2022
1,20-12-2020
2,23-04-2021
3,02-02-2022
4,27-04-2022
1,22-01-2021
2,25-12-2021
1,05-02-2021
1,07-02-2021
2,04-05-2021
1,14-02-2021
1,14-02-2021
1,14-02-2021
2,01-04-2023
1,17-04-2021
1,18-04-2021
1,03-05-2021
1,16-05-2021
1,06-06-2021
2,03-09-2023
1,08-06-2021
2,20-06-2022
1,12-06-2021
2,16-08-2021
3,19-10-2021
4,03-09-2022
1,21-06-2021
1,24-06-2021
1,27-06-2021
2,08-08-2022
1,11-07-2021
1,12-07-2021
1,20-07-2021
1,24-07-2021
1,14-08-2021
2,23-10-2021
3,08-01-2022
4,18-04-2022
5,16-07-2022
6,19-11-2022
7,12-04-2023
1,28-09-2021
1,13-10-2021
2,21-01-2022
3,27-03-2022
4,05-06-2022
5,29-10-2022
6,13-01-2023
7,14-04-2023
8,02-07-2023
9,01-09-2023
1,28-10-2021
1,30-10-2021
2,27-02-2022
3,29-04-2022
1,31-10-2021
2,29-04-2022
2,28-01-2023
3,29-01-2023
4,02-04-2023
5,16-08-2023
1,06-11-2021
1,17-11-2021
1,17-11-2021
1,09-12-2021
1,22-12-2021
1,26-12-2021
1,07-01-2022
1,15-01-2022
1,18-01-2022
1,29-01-2022
1,04-02-2022
1,22-02-2022
1,22-02-2022
2,27-06-2022
1,25-02-2022
2,24-06-2022
1,27-02-2022
1,01-03-2022
1,09-03-2022
1,10-03-2022
1,16-04-2022
1,25-05-2022
2,10-08-2022
3,19-10-2022
4,27-12-2022
5,08-03-2023
6,15-08-2023
7,17-10-2023
1,23-06-2022
2,12-10-2023
1,12-07-2022
2,23-01-2023
1,03-08-2022
1,27-08-2022
1,31-08-2022
1,06-09-2022
2,16-02-2023
3,29-08-2023
1,09-09-2022
2,09-11-2022
3,14-01-2023
4,16-03-2023
5,15-05-2023
1,14-09-2022
2,09-12-2022
3,14-04-2023
4,03-08-2023
1,14-09-2022
1,22-09-2022
1,27-09-2022
1,07-10-2022
