Jumlah,tanggal
1,10-10-2022
2,26-02-2023
3,23-07-2023
4,12-10-2023
1,11-10-2022
1,19-10-2022
2,27-12-2022
3,08-03-2023
4,14-06-2023
5,15-08-2023
6,17-10-2023
1,03-12-2022
2,06-07-2023
1,09-01-2023
2,02-04-2023
1,15-01-2023
2,08-10-2023
1,21-01-2023
1,29-01-2023
1,31-01-2023
2,15-05-2023
3,16-08-2023
1,14-02-2023
1,15-02-2023
1,08-03-2023
1,20-03-2023
2,04-10-2023
1,01-04-2023
2,18-08-2023
1,10-05-2023
1,17-05-2023
1,29-05-2023
2,29-07-2023
3,28-09-2023
1,06-06-2023
1,23-07-2023
2,02-10-2023
1,27-07-2023
1,01-08-2023
1,04-08-2023
1,04-08-2023
1,16-08-2023
1,17-08-2023
1,18-08-2023
1,18-08-2023
1,24-08-2023
1,29-08-2023
1,19-09-2023
1,01-10-2023
1,17-10-2023
1,24-10-2023
37,22-02-2020
38,12-07-2020
39,12-12-2020
40,25-03-2021
41,12-06-2021
42,12-12-2021
43,12-07-2022
44,11-11-2022
45,12-03-2023
46,17-06-2023
163,26-06-2020
164,26-12-2020
165,26-06-2021
166,26-12-2021
167,26-06-2022
168,26-12-2022
169,26-06-2023
2,12-12-2020
17,21-04-2021
18,25-10-2022
19,06-06-2023
14,11-06-2021
15,22-11-2021
3,01-06-2021
4,01-09-2021
5,14-04-2023
3,09-02-2021
4,14-01-2023
3,29-02-2020
5,29-02-2020
6,25-06-2020
7,09-09-2020
8,24-11-2020
9,02-02-2021
10,30-04-2021
11,31-08-2021
12,18-01-2022
13,19-05-2022
14,29-08-2022
14,10-11-2022
2,21-03-2022
1,05-02-2020
2,25-08-2020
3,24-02-2023
4,17-07-2023
1,11-02-2020
2,11-05-2021
1,15-02-2020
1,25-02-2020
1,01-03-2020
2,29-10-2021
1,02-04-2020
2,18-06-2020
3,18-02-2021
1,17-04-2020
2,20-06-2020
2,29-09-2020
3,12-11-2020
4,12-01-2021
5,13-03-2021
6,12-05-2021
7,03-09-2021
8,02-11-2021
9,05-01-2022
10,08-03-2022
11,07-05-2022
12,06-07-2022
13,05-09-2022
14,04-11-2022
15,03-01-2023
1,05-08-2020
2,25-11-2020
3,16-02-2021
4,23-04-2021
5,07-08-2021
6,15-11-2021
7,02-02-2022
8,13-04-2022
9,06-07-2022
10,09-11-2022
11,14-02-2023
12,04-08-2023
1,13-02-2021
1,25-05-2021
1,04-07-2021
1,07-09-2021
2,09-11-2021
5,17-01-2022
6,22-03-2022
7,25-05-2022
8,11-01-2023
1,21-10-2021
2,28-07-2022
1,05-11-2021
2,04-02-2022
3,09-05-2022
4,23-07-2022
5,15-10-2022
6,21-01-2023
6,21-05-2023
7,25-06-2023
8,08-09-2023
1,17-11-2021
1,13-01-2022
1,23-02-2022
1,16-03-2022
1,19-05-2022
2,21-07-2022
1,25-05-2022
1,01-11-2022
1,01-11-2022
2,14-03-2023
3,24-10-2023
1,09-11-2022
1,15-02-2023
1,09-07-2023
1,10-08-2023
6,21-03-2020
7,18-07-2020
8,29-09-2020
9,06-06-2021
10,30-10-2021
11,27-02-2022
12,01-07-2022
13,18-10-2022
14,27-05-2023
4,01-11-2022
2,18-07-2023
1,05-08-2020
2,25-11-2020
3,16-02-2021
4,18-04-2021
5,18-08-2021
6,02-02-2022
7,12-04-2022
1,19-12-2022
1,02-04-2023
1,19-01-2021
12,31-03-2021
1,14-02-2021
1,19-02-2021
2,09-07-2021
1,27-04-2021
1,23-07-2021
1,31-01-2023
2,15-05-2023
1,13-03-2023
1,14-03-2023
1,14-03-2023
2,24-10-2023
1,20-03-2023
2,03-02-2021
3,17-11-2021
4,19-01-2022
5,23-03-2022
6,25-05-2022
7,19-10-2022
8,08-02-2023
9,03-06-2023
10,16-09-2023
1,22-09-2020
1,08-12-2021
2,07-06-2022
1,21-01-2023
2,09-05-2023
3,23-07-2023
4,01-10-2023
1,16-02-2023
1,20-07-2023
1,22-07-2023
1,02-04-2020
1,19-05-2020
1,09-07-2022
1,12-04-2023
5,27-10-2021
15,01-01-2020
1,09-05-2020
2,07-02-2021
3,31-10-2021
4,25-04-2022
5,01-04-2023
1,13-04-2020
1,09-03-2022
2,19-08-2022
3,20-03-2023
4,20-09-2023
2,22-04-2020
3,22-07-2020
4,22-09-2020
1,08-09-2022
2,21-02-2023
3,26-05-2023
6,06-07-2021
7,23-03-2022
8,26-05-2022
9,31-07-2022
10,06-11-2022
11,01-02-2023
17,11-01-2020
18,11-03-2020
19,18-05-2020
20,17-07-2020
21,15-09-2020
22,19-11-2020
23,26-01-2021
24,17-04-2021
25,21-06-2021
26,01-09-2021
27,31-10-2021
28,05-01-2022
29,12-03-2022
30,14-05-2022
31,20-07-2022
32,22-09-2022
33,20-12-2022
34,25-02-2023
35,30-05-2023
36,12-09-2023
54,23-03-2020
55,08-02-2021
56,20-06-2021
57,27-10-2021
58,23-07-2022
59,29-09-2022
60,29-11-2022
61,29-01-2023
62,25-05-2023
63,13-08-2023
64,15-10-2023
8,26-02-2020
3,05-03-2022
6,29-05-2021
7,25-01-2022
8,06-09-2022
9,14-02-2023
10,15-04-2023
11,19-08-2023
2,31-01-2020
3,09-07-2021
4,15-10-2021
5,05-02-2023
6,10-05-2023
7,15-08-2023
2,09-06-2020
1,18-06-2020
2,18-08-2022
3,16-11-2022
4,22-02-2023
5,15-08-2023
1,10-02-2021
1,10-02-2021
2,30-10-2021
3,28-01-2023
4,16-08-2023
1,16-08-2021
1,21-05-2023
1,14-08-2023
1,15-08-2023
2,13-08-2020
2,14-06-2021
2,24-08-2021
115,22-01-2020
116,24-03-2020
117,26-05-2020
118,16-08-2020
119,09-12-2020
120,07-02-2021
121,25-04-2021
122,28-08-2021
123,02-04-2023
124,24-06-2023
125,15-10-2023
20,07-11-2021
21,07-08-2022
4,27-11-2020
17,13-05-2020
18,27-12-2020
19,09-03-2022
2,07-02-2021
18,10-11-2020
19,08-12-2021
20,30-03-2022
21,19-12-2022
22,25-07-2023
13,24-02-2020
11,27-09-2022
12,19-08-2023
27,24-09-2021
28,11-03-2022
29,14-05-2022
30,26-09-2022
31,09-12-2022
32,02-05-2023
33,07-07-2023
29,02-01-2020
30,07-06-2020
31,07-05-2022
5,24-11-2020
76,01-10-2020
77,10-02-2021
78,30-12-2021
79,09-04-2022
80,01-11-2022
82,02-04-2023
83,18-07-2023
48,15-07-2023
17,10-02-2020
18,17-04-2020
19,25-06-2020
20,09-09-2020
21,06-12-2020
22,20-02-2021
23,25-04-2021
24,03-08-2021
25,13-10-2021
26,29-12-2021
27,13-03-2022
28,29-06-2022
29,12-10-2022
30,30-01-2023
31,14-04-2023
32,16-07-2023
36,02-02-2021
37,06-04-2021
38,14-02-2022
39,17-08-2023
2,24-08-2022
3,26-01-2023
34,03-01-2020
35,07-04-2020
36,19-06-2020
37,25-08-2020
38,28-10-2020
39,03-01-2021
40,08-03-2021
41,11-05-2021
42,16-08-2021
43,20-10-2021
44,04-01-2022
45,15-03-2022
46,18-05-2022
47,07-09-2022
48,15-11-2022
49,21-01-2023
50,27-03-2023
51,27-06-2023
3,21-09-2021
5,13-10-2020
6,27-07-2021
7,15-02-2022
8,13-07-2023
14,04-08-2023
53,04-02-2020
54,09-04-2020
55,18-06-2020
56,27-08-2020
57,01-11-2020
58,03-01-2021
59,04-05-2021
60,12-07-2021
61,13-09-2021
62,30-11-2021
63,02-02-2022
64,15-04-2022
65,15-06-2022
66,18-08-2022
67,29-10-2022
68,03-01-2023
69,06-04-2023
70,13-07-2023
71,14-09-2023
40,24-11-2020
41,14-02-2021
18,27-01-2020
19,26-05-2020
20,21-08-2021
21,04-01-2022
22,02-04-2022
23,18-07-2022
24,18-10-2022
25,05-01-2023
26,18-04-2023
27,01-07-2023
46,22-01-2020
47,14-04-2020
48,06-05-2020
49,21-05-2020
50,17-11-2020
51,07-04-2021
52,25-06-2021
53,16-11-2021
54,07-06-2022
55,22-11-2022
56,21-01-2023
57,06-06-2023
58,14-09-2023
59,23-10-2023
4,19-06-2020
5,16-11-2022
16,10-02-2020
17,20-05-2020
18,25-07-2020
19,02-04-2021
20,17-09-2021
21,05-02-2022
22,29-04-2022
23,05-08-2022
20,18-01-2020
21,31-08-2021
22,17-11-2021
23,16-03-2022
34,23-08-2021
35,22-11-2021
36,26-06-2022
37,30-08-2022
38,17-12-2022
39,24-06-2023
40,20-09-2023
2,25-04-2022
3,06-06-2023
7,17-09-2023
18,29-02-2020
19,14-10-2020
20,15-09-2021
21,17-11-2021
22,23-03-2022
23,10-08-2022
24,08-03-2023
19,25-02-2020
20,02-02-2022
21,16-08-2023
38,25-02-2020
39,16-09-2020
40,25-05-2021
41,16-09-2021
42,19-08-2022
43,20-03-2023
44,26-06-2023
45,20-09-2023
54,03-03-2020
55,16-06-2020
56,13-05-2023
8,08-02-2020
9,25-04-2020
10,14-04-2022
11,04-04-2023
20,10-01-2020
21,09-04-2020
22,05-10-2020
23,12-01-2021
24,15-03-2021
25,13-08-2021
26,09-11-2021
27,19-01-2022
28,23-03-2022
29,10-08-2022
30,27-12-2022
31,08-03-2023
32,14-06-2023
33,15-08-2023
8,06-11-2021
27,16-05-2020
28,25-07-2020
29,06-10-2020
30,23-01-2021
31,28-03-2021
32,07-06-2021
33,12-10-2021
34,27-12-2021
35,02-06-2022
36,07-08-2022
37,11-10-2022
38,13-04-2023
39,03-07-2023
40,04-09-2023
8,11-06-2020
9,10-02-2021
10,25-04-2022
2,05-12-2020
35,21-01-2020
36,09-06-2020
37,22-01-2021
38,01-05-2021
39,09-07-2021
40,08-10-2021
51,25-01-2020
52,29-03-2020
53,29-05-2020
55,03-08-2020
56,02-10-2020
57,05-12-2020
58,05-02-2021
59,09-04-2021
60,12-06-2021
61,16-08-2021
62,17-10-2021
63,20-12-2021
64,18-02-2022
65,18-05-2022
66,17-07-2022
67,27-09-2022
68,27-11-2022
69,30-01-2023
70,03-04-2023
71,19-06-2023
72,23-08-2023
29,22-02-2021
30,06-05-2021
31,17-07-2021
32,17-09-2021
33,09-12-2021
34,12-09-2022
35,10-01-2023
36,12-04-2023
37,25-06-2023
38,12-10-2023
42,06-02-2020
43,09-04-2020
44,13-06-2020
3,23-08-2020
45,22-10-2020
46,25-12-2020
47,24-02-2021
48,26-04-2021
49,27-08-2021
50,28-10-2021
51,27-12-2021
55,25-02-2022
56,28-04-2022
57,30-06-2022
58,30-08-2022
59,30-10-2022
60,30-12-2022
61,28-02-2023
62,29-04-2023
63,28-06-2023
64,27-08-2023
45,20-02-2020
46,21-08-2020
47,27-12-2020
48,15-05-2021
49,03-09-2021
50,05-03-2023
3,07-07-2022
57,02-01-2020
58,08-04-2020
59,08-06-2020
60,10-10-2020
61,14-12-2020
62,25-02-2021
63,19-06-2021
64,21-08-2021
65,08-11-2021
66,08-01-2022
67,06-04-2022
68,21-06-2022
69,06-09-2022
70,07-11-2022
71,12-01-2023
72,01-04-2023
73,18-08-2023
71,21-02-2020
72,22-11-2021
73,21-11-2022
74,23-09-2023
62,05-08-2020
63,09-01-2021
64,31-05-2021
65,28-08-2021
66,23-12-2021
67,20-07-2022
68,18-10-2022
69,31-12-2022
70,02-03-2023
71,05-05-2023
72,19-07-2023
73,21-09-2023
3,17-04-2021
4,10-10-2021
5,15-09-2022
9,10-02-2022
10,12-03-2023
11,11-06-2023
12,21-09-2023
6,11-01-2020
7,31-10-2021
5,05-08-2020
6,11-07-2021
6,05-02-2021
7,22-05-2021
8,30-10-2021
9,29-04-2022
10,29-06-2022
11,14-02-2023
12,13-07-2023
16,14-07-2021
17,26-01-2023
18,18-04-2023
3,13-01-2023
4,22-07-2023
3,01-04-2020
2,16-03-2022
3,20-09-2022
4,21-11-2022
5,24-01-2023
6,24-07-2023
7,25-09-2023
6,26-01-2023
7,27-05-2023
8,26-07-2023
9,27-09-2023
2,08-07-2021
10,31-03-2022
11,29-06-2022
12,12-10-2022
13,31-01-2023
14,20-05-2023
15,16-08-2023
11,08-05-2020
12,26-10-2020
13,07-02-2021
14,26-04-2022
15,02-04-2023
20,06-06-2020
21,16-11-2020
22,29-01-2021
23,06-04-2021
24,06-06-2021
25,16-08-2021
26,21-10-2021
27,21-12-2021
28,11-03-2022
29,12-05-2022
30,14-07-2022
31,20-09-2022
32,19-11-2022
33,18-01-2023
34,09-06-2023
35,16-08-2023
36,20-10-2023
4,28-09-2021
5,28-05-2022
6,06-06-2023
3,28-07-2023
21,05-01-2020
22,07-04-2020
23,21-07-2020
24,07-11-2020
25,27-02-2021
26,06-06-2021
27,04-07-2022
28,15-10-2022
29,20-01-2023
30,11-06-2023
31,03-09-2023
22,03-01-2020
23,08-04-2020
23,10-06-2020
24,11-06-2020
25,24-08-2020
26,01-11-2020
27,31-12-2020
28,12-03-2021
29,09-06-2021
28,09-06-2021
30,12-08-2021
31,28-10-2021
32,25-01-2022
33,30-03-2022
33,31-05-2022
34,05-06-2022
35,04-08-2022
36,04-10-2022
37,13-12-2022
38,11-02-2023
39,13-04-2023
39,14-06-2023
40,24-06-2023
41,10-09-2023
5,23-01-2021
6,02-04-2021
7,10-07-2021
8,15-10-2021
9,10-03-2022
10,02-08-2023
8,31-03-2020
9,30-05-2020
10,07-01-2021
11,28-05-2021
12,15-10-2021
13,10-05-2023
14,18-09-2023
8,25-06-2020
9,22-09-2020
10,15-06-2022
11,27-09-2022
3,05-01-2020
4,13-06-2021
5,12-09-2021
6,12-12-2021
7,13-03-2022
8,12-06-2022
9,11-09-2022
10,21-11-2022
11,12-03-2023
12,11-06-2023
13,03-09-2023
4,06-04-2020
5,02-07-2020
10,07-07-2020
11,20-04-2021
12,02-04-2023
14,19-08-2023
3,09-11-2022
4,19-01-2023
21,12-02-2020
22,13-04-2020
23,21-07-2020
24,04-10-2020
25,21-12-2020
26,24-02-2021
27,04-05-2021
28,08-07-2021
29,09-09-2021
30,15-11-2021
31,15-01-2022
32,16-03-2022
33,21-05-2022
34,22-07-2022
35,21-09-2022
36,20-11-2022
37,25-01-2023
38,30-03-2023
39,01-06-2023
40,31-07-2023
41,30-09-2023
3,06-06-2021
4,11-06-2023
3,20-09-2020
4,05-01-2021
5,28-03-2021
2,26-03-2021
3,10-07-2021
4,07-01-2022
5,01-11-2022
3,29-11-2022
4,30-01-2023
5,01-04-2023
6,04-06-2023
7,06-08-2023
8,05-10-2023
15,23-02-2020
16,16-06-2020
17,21-09-2020
18,09-10-2021
19,10-12-2021
20,11-02-2022
21,14-05-2022
22,05-08-2022
23,31-10-2022
9,08-07-2023
10,09-10-2023
7,14-08-2021
2,31-08-2023
11,20-03-2020
13,16-06-2020
13,05-10-2020
14,14-12-2020
15,10-04-2021
16,07-08-2021
17,26-10-2021
18,12-01-2022
19,10-05-2022
20,03-09-2022
21,16-02-2023
22,19-04-2023
23,08-05-2023
24,18-06-2023
25,05-08-2023
26,23-08-2023
27,09-10-2023
10,29-05-2020
11,19-08-2020
5,20-07-2020
6,23-11-2020
7,30-01-2021
8,29-07-2021
9,22-10-2021
10,10-01-2022
11,04-08-2022
12,26-01-2023
12,11-05-2023
13,21-05-2023
1,25-01-2022
2,22-02-2022
5,12-07-2020
6,27-12-2020
7,06-04-2021
5,15-01-2020
6,16-03-2020
7,25-05-2020
8,17-08-2020
9,17-10-2020
10,20-12-2020
11,20-02-2021
12,16-05-2021
13,18-09-2021
14,20-11-2021
15,26-01-2022
16,27-03-2022
17,28-05-2022
18,27-07-2022
19,27-09-2022
20,26-11-2022
21,13-02-2023
22,26-04-2023
23,25-06-2023
24,25-08-2023
25,24-10-2023
2,08-11-2020
3,02-03-2022
4,05-01-2023
2,25-05-2021
5,03-03-2020
6,14-05-2020
7,24-08-2020
8,26-10-2020
9,10-07-2021
10,15-09-2021
11,27-11-2021
12,29-01-2022
13,01-04-2022
14,08-08-2022
15,19-12-2022
16,22-03-2023
17,04-06-2023
18,17-08-2023
2,24-06-2023
3,03-01-2020
3,26-03-2020
4,01-04-2020
5,02-05-2021
6,09-02-2023
3,18-01-2020
4,24-08-2022
5,13-04-2023
6,24-10-2023
2,25-02-2020
3,16-09-2021
4,19-08-2022
5,18-11-2022
6,20-03-2023
7,26-06-2023
8,19-09-2023
3,02-06-2020
4,27-09-2020
5,06-12-2020
6,12-02-2021
7,28-05-2021
8,18-08-2021
9,17-10-2021
10,25-12-2021
11,02-03-2022
2,09-12-2021
3,16-03-2022
4,15-06-2022
5,01-11-2022
2,11-09-2023
2,07-04-2021
3,17-11-2021
4,23-03-2022
5,25-05-2022
6,03-09-2022
7,27-12-2022
8,08-03-2023
9,14-06-2023
10,15-08-2023
11,17-10-2023
2,22-07-2020
3,03-02-2021
4,17-11-2021
5,23-03-2022
6,27-12-2022
7,17-10-2023
2,26-09-2022
2,08-02-2021
2,21-01-2022
2,29-09-2021
3,09-07-2022
4,01-11-2022
2,07-04-2020
3,10-12-2020
2,23-02-2021
3,17-01-2022
4,20-06-2022
5,20-02-2023
2,04-08-2023
1,23-01-2020
1,08-02-2020
1,23-02-2020
2,31-10-2021
3,30-04-2022
4,01-04-2023
1,05-03-2020
2,09-08-2020
1,26-03-2020
1,30-03-2020
1,11-04-2020
2,29-08-2020
1,14-04-2020
1,14-04-2020
1,19-04-2020
2,21-07-2020
3,30-09-2020
1,01-05-2020
1,02-05-2020
1,10-05-2020
2,08-02-2021
1,10-05-2020
2,26-09-2023
1,11-05-2020
1,12-05-2020
2,06-02-2021
3,27-10-2021
4,25-04-2022
5,01-04-2023
1,12-05-2020
2,17-09-2020
3,08-02-2021
4,06-07-2021
5,28-10-2021
6,27-04-2022
1,19-05-2020
2,23-05-2021
3,20-09-2021
4,19-04-2022
1,09-06-2020
2,10-12-2020
3,29-09-2021
1,18-06-2020
2,08-12-2021
1,03-07-2020
2,22-01-2021
1,20-07-2020
1,24-07-2020
1,05-08-2020
2,25-11-2020
3,06-02-2021
1,14-08-2020
2,25-11-2020
3,09-02-2021
4,19-04-2021
5,07-08-2021
6,15-11-2021
7,02-02-2022
8,14-04-2022
9,22-11-2022
10,04-08-2023
1,14-08-2020
2,16-02-2021
3,18-04-2021
4,13-08-2021
5,15-11-2021
6,15-02-2022
7,15-04-2022
8,06-07-2022
9,22-11-2022
10,14-02-2023
11,04-08-2023
1,14-08-2020
1,16-08-2020
1,20-08-2020
1,11-09-2020
2,06-06-2021
3,27-10-2021
4,17-01-2022
5,27-04-2022
1,02-10-2020
1,24-10-2020
1,29-10-2020
1,29-10-2020
1,01-11-2020
1,20-11-2020
2,09-02-2021
1,26-11-2020
1,27-11-2020
1,28-11-2020
1,02-12-2020
2,22-05-2023
1,08-12-2020
1,12-01-2021
2,25-03-2021
2,26-05-2021
3,06-06-2021
4,29-08-2021
1,29-08-2021
6,01-11-2021
7,06-01-2022
8,21-03-2022
9,26-05-2022
10,27-07-2022
11,13-02-2023
1,16-01-2021
2,31-10-2021
1,22-01-2021
1,22-01-2021
1,08-02-2021
2,28-06-2023
1,09-02-2021
1,14-02-2021
1,14-02-2021
1,07-03-2021
1,16-03-2021
2,14-06-2023
1,16-03-2021
2,24-06-2022
3,04-07-2023
1,06-04-2021
1,07-04-2021
1,08-04-2021
1,12-04-2021
1,03-05-2021
1,04-05-2021
1,07-05-2021
2,19-02-2022
3,30-04-2022
4,07-09-2022
1,19-05-2021
2,23-05-2022
1,19-05-2021
1,25-05-2021
1,26-05-2021
1,30-05-2021
2,08-08-2021
3,20-12-2021
4,29-03-2022
5,07-06-2022
6,22-02-2023
1,05-06-2021
1,18-06-2021
2,03-06-2022
3,11-08-2022
4,10-10-2022
5,22-12-2022
6,12-05-2023
7,22-07-2023
8,20-09-2023
1,22-06-2021
2,02-10-2021
3,12-12-2021
4,18-02-2022
5,12-07-2022
6,12-03-2023
1,07-07-2021
1,20-07-2021
1,01-08-2021
1,07-08-2021
2,02-02-2022
3,14-04-2022
4,22-11-2022
5,14-02-2023
6,04-08-2023
1,22-08-2021
1,09-09-2021
2,13-11-2021
1,13-09-2021
1,15-09-2021
2,17-11-2021
3,19-01-2022
4,23-03-2022
5,10-08-2022
6,08-03-2023
7,14-06-2023
8,15-08-2023
9,17-10-2023
1,27-09-2021
1,28-09-2021
2,03-02-2022
3,15-06-2022
1,28-09-2021
2,07-04-2022
3,19-07-2022
1,07-10-2021
2,17-10-2022
1,21-10-2021
1,23-10-2021
1,28-10-2021
1,30-10-2021
2,07-01-2022
1,31-10-2021
1,31-10-2021
1,31-10-2021
1,07-11-2021
1,15-11-2021
1,16-11-2021
1,08-12-2021
1,10-12-2021
1,30-12-2021
2,29-12-2022
1,07-01-2022
1,09-01-2022
1,19-01-2022
2,25-05-2022
3,27-12-2022
4,08-03-2023
1,19-01-2022
2,23-03-2022
3,25-05-2022
4,27-12-2022
5,08-03-2023
1,22-01-2022
1,03-02-2022
2,14-02-2023
1,10-02-2022
1,11-02-2022
1,14-02-2022
1,16-02-2022
1,20-02-2022
1,27-02-2022
2,29-01-2023
1,14-03-2022
1,15-03-2022
2,15-06-2022
1,16-03-2022
2,25-01-2023
1,19-03-2022
2,20-06-2022
3,20-08-2022
4,19-12-2022
1,21-03-2022
1,22-03-2022
2,13-03-2023
1,29-03-2022
1,16-04-2022
1,16-04-2022
1,26-04-2022
1,29-04-2022
1,30-04-2022
2,13-08-2023
1,12-05-2022
1,12-05-2023
1,24-05-2022
1,25-05-2022
2,08-03-2023
3,14-06-2023
4,15-08-2023
5,17-10-2023
1,30-05-2022
1,07-06-2022
1,07-06-2022
2,15-02-2023
1,09-06-2022
1,17-06-2022
1,06-07-2022
1,27-07-2022
1,01-08-2022
1,07-08-2022
2,21-07-2023
3,02-10-2023
1,21-08-2022
1,23-08-2022
1,27-08-2022
1,10-09-2022
1,10-09-2022
2,27-05-2023
3,26-08-2023
1,10-09-2022
2,16-11-2022
1,20-09-2022
1,21-09-2022
1,26-09-2022
2,20-01-2023
3,05-04-2023
4,12-06-2023
5,28-08-2023
1,07-10-2022
1,05-01-2023
2,09-03-2023
3,16-05-2023
4,24-07-2023
5,03-10-2023
1,11-10-2022
1,20-10-2022
1,20-10-2022
1,01-11-2022
1,07-12-2022
1,27-12-2022
1,07-01-2023
1,20-01-2023
2,19-09-2023
1,27-01-2023
1,29-01-2023
1,07-02-2023
2,08-05-2023
3,14-10-2023
1,22-02-2023
1,09-03-2023
1,09-03-2023
1,21-03-2023
2,24-10-2023
1,31-03-2023
1,31-03-2023
1,01-04-2023
1,04-04-2023
1,23-04-2023
2,23-08-2023
1,14-05-2023
1,29-05-2023
1,03-06-2023
1,06-06-2023
1,01-07-2023
1,04-07-2023
1,07-07-2023
1,14-07-2023
1,16-07-2023
1,17-07-2023
1,02-08-2023
1,04-08-2023
1,09-08-2023
1,16-08-2023
1,22-08-2023
1,30-08-2023
1,02-09-2023
1,23-09-2023
1,22-10-2023
1,12-01-2021
2,31-05-2021
3,25-05-2022
4,10-08-2022
10,01-03-2020
11,03-05-2020
12,05-07-2020
13,06-09-2020
14,08-11-2020
15,24-01-2021
16,18-05-2021
17,10-08-2021
18,26-11-2021
19,26-01-2022
20,28-03-2022
21,12-06-2022
22,09-09-2022
23,21-12-2022
24,27-05-2023
25,01-10-2023
41,15-03-2020
42,08-07-2020
43,30-11-2020
44,10-02-2021
45,06-06-2021
14,06-01-2020
15,25-03-2020
16,18-06-2020
17,30-09-2020
18,22-01-2021
19,24-05-2021
20,10-08-2021
21,26-01-2023
8,22-02-2022
9,15-09-2022
10,24-08-2023
16,11-05-2020
17,10-02-2021
18,06-06-2021
19,27-10-2021
20,27-02-2022
21,29-04-2022
22,08-11-2022
23,29-01-2023
24,02-04-2023
25,15-07-2023
35,01-04-2023
36,31-05-2023
37,03-08-2023
23,14-01-2022
24,04-08-2023
2,15-09-2023
66,21-01-2020
67,27-10-2021
68,12-01-2022
69,14-03-2022
70,16-05-2022
70,18-07-2022
71,02-04-2023
72,29-09-2023
26,09-03-2020
27,19-05-2020
28,27-09-2020
29,09-02-2021
30,24-04-2021
31,27-06-2021
32,19-10-2021
33,06-01-2022
33,07-03-2022
34,16-04-2022
35,17-07-2022
36,27-09-2022
37,26-11-2022
38,31-01-2023
39,14-04-2023
40,29-08-2023
8,18-02-2021
9,08-11-2021
10,02-11-2022
11,15-02-2023
12,06-06-2023
13,25-09-2023
99,19-02-2020
100,17-06-2020
101,28-08-2020
102,29-01-2021
103,21-09-2021
104,09-12-2021
105,24-03-2022
106,01-06-2022
107,21-02-2023
108,05-08-2023
30,09-01-2020
31,14-03-2020
32,17-05-2020
33,19-07-2020
33,11-10-2020
34,12-10-2020
35,20-12-2020
36,04-03-2021
37,11-05-2021
38,16-12-2021
39,20-07-2022
40,11-10-2022
41,23-02-2023
154,19-07-2020
155,18-10-2020
156,06-02-2021
157,11-05-2021
158,04-09-2021
159,29-12-2021
160,15-04-2022
161,11-09-2022
162,14-01-2023
163,01-04-2023
164,14-06-2023
165,19-09-2023
20,23-01-2020
21,06-02-2020
22,28-06-2020
23,01-07-2021
5,05-01-2020
60,02-02-2020
61,03-04-2020
62,14-06-2020
63,16-08-2020
64,18-10-2020
65,20-12-2020
66,21-02-2021
67,25-04-2021
68,27-06-2021
69,29-08-2021
70,31-10-2021
71,02-01-2022
72,10-03-2022
73,15-05-2022
74,31-07-2022
75,02-10-2022
76,21-11-2022
76,19-02-2023
3,08-07-2023
25,19-03-2020
26,19-02-2022
27,20-08-2022
6,01-09-2022
3,08-02-2021
4,27-06-2023
5,28-08-2023
11,24-12-2021
11,28-02-2022
2,15-08-2023
21,08-04-2020
22,08-06-2020
23,13-08-2020
24,17-10-2020
25,17-12-2020
26,24-02-2021
26,11-03-2022
27,23-06-2022
28,02-01-2023
28,13-03-2023
28,24-05-2023
16,09-02-2020
17,22-07-2023
35,11-06-2020
36,16-09-2020
66,17-08-2021
67,22-10-2021
53,03-01-2020
54,14-02-2020
55,06-03-2022
56,24-04-2022
57,18-05-2022
58,03-11-2022
59,10-04-2023
68,07-01-2020
69,26-03-2020
70,09-06-2020
71,16-09-2020
71,14-01-2021
72,30-01-2021
73,20-05-2021
74,12-08-2021
75,13-11-2021
76,25-01-2022
77,01-04-2022
78,04-10-2022
79,14-12-2022
80,13-05-2023
81,05-10-2023
8,17-02-2020
9,05-05-2020
10,30-07-2020
11,30-11-2020
12,04-02-2021
13,18-05-2021
14,12-01-2022
15,23-03-2022
16,13-07-2022
17,29-09-2022
18,07-01-2023
19,14-03-2023
20,16-05-2023
21,08-08-2023
4,18-04-2023
20,25-07-2021
21,13-08-2023
22,26-10-2023
22,09-06-2020
23,22-09-2020
24,24-07-2021
25,29-09-2021
26,08-12-2021
27,15-03-2022
28,15-06-2022
29,16-11-2022
30,22-02-2023
18,24-03-2023
6,11-04-2020
7,08-02-2021
8,03-05-2021
9,07-06-2022
10,06-06-2023
18,17-07-2020
19,10-06-2021
39,07-08-2021
40,14-11-2021
41,07-02-2022
44,25-01-2020
44,02-05-2020
45,06-05-2020
46,17-08-2020
46,28-10-2020
47,19-12-2020
48,07-05-2021
49,20-07-2021
50,20-09-2021
51,12-01-2022
52,10-04-2022
53,12-06-2022
54,11-08-2022
55,10-10-2022
56,04-02-2023
57,05-04-2023
58,20-09-2023
8,05-10-2021
9,02-06-2022
10,31-08-2022
10,20-05-2023
85,07-02-2022
6,30-01-2020
4,01-12-2021
11,27-01-2021
1,01-03-2022
13,31-10-2022
14,31-05-2023
3,26-01-2021
4,29-08-2021
4,25-02-2020
5,01-07-2021
2,18-07-2020
3,23-10-2020
4,21-07-2021
5,13-10-2022
2,25-12-2021
10,19-01-2020
11,13-07-2023
12,22-10-2023
